Total_Revenue,Total_Orders,Total_Quantity
6995.360000000001,9,5041
433.85,3,229
6427.66,8,4503
33.0,1,12
1904.99,9,805
1299.49,5,147
101.36,1,27
8548.16,33,5889
1222.04,5,509
955.21,5,655
868.77,7,2091
1286.27,6,791
3541.77,10,2432
1277.75,3,1318
795.83,5,343
20.8,1,10
6081.88,20,4086
1120.31,6,723
308.74,1,114
416.64,2,172
778.49,1,514
117.35000000000001,1,49
1990.88,8,1492
794.56,3,482
251.04,1,158
110.55000000000001,1,35
207.85,2,49
201.19,1,291
2154.97,7,1981
319.02,1,333
439.43,2,326
650.41,3,816
71.4,1,12
357.21,1,72
749.0,2,183
127.0,1,60
365.5,2,70
926.12,3,586
251.51999999999998,1,88
496.0,4,142
768.88,3,285
2859.74,9,1451
1422.8300000000002,3,990
384.06,1,182
3490.5299999999997,11,2315
10350.53,9,5127
10923.16,23,3103
4888.75,11,2539
2521.4,11,671
382.67,2,158
1133.25,6,1233
344.0,2,200
1041.21,1,793
5476.5,13,2061
1950.9499999999998,2,285
2123.61,9,919
702.0,3,360
402.0,5,104
484.82,2,294
406.3,2,305
6640.8,19,3782
2571.55,7,1265
828.21,4,494
2324.36,4,1233
622.36,2,691
1635.27,8,572
1120.1,7,717
81.36,1,24
242.06,1,336
195.36,1,118
671.7,3,792
360.61,1,251
583.4300000000001,3,243
1838.6100000000001,3,1978
552.4,1,309
12576.99,29,9397
2287.7,6,456
3602.29,11,2396
935.62,2,860
1182.22,6,992
260.0,2,180
800.18,3,530
95.85,3,69
1349.67,5,885
175.82999999999998,3,107
1310.63,9,645
1593.83,3,856
2137.3,7,1265
146.87,1,146
2773.85,6,1595
2984.32,8,1667
1332.79,4,871
1276.42,5,694
613.59,4,327
176.9,1,76
1267.32,1,656
743.17,2,535
1954.99,1,689
463.25,2,189
1655.2,6,1303
1036.58,5,990
2593.65,8,1616
11962.3,12,5722
827.6800000000001,5,294
1906.07,5,1636
2289.23,6,1184
2071.68,7,1068
9942.53,19,4273
4648.59,11,2432
706.49,4,507
399.09,1,251
498.48,1,122
1356.33,5,804
232.85,1,83
128.60000000000002,1,26
294.74,1,129
1179.89,3,592
4864.57,9,3107
234.24,1,216
5232.2300000000005,11,1526
889.75,6,644
3638.53,13,1899
855.45,3,316
194.7,2,82
228.34,1,93
454.54,3,322
8987.68,47,4351
5517.2300000000005,14,3230
437.42,2,232
3793.71,13,1934
273.35,1,212
1446.09,4,759
203.05,1,19
2236.63,10,785
1242.75,6,514
306.0,1,36
378.2,2,788
118.80000000000001,1,24
957.53,7,569
949.39,6,381
4732.03,6,2526
4049.79,9,1955
5001.21,3,3178
7847.67,28,3583
2050.08,6,1859
221.53,1,113
1991.01,4,868
128.45,1,35
3080.1800000000003,13,1344
7495.75,19,3732
5511.41,11,3768
235.88,1,114
402.20000000000005,2,212
2572.25,7,1695
3697.93,11,1559
1143.36,9,582
591.0699999999999,3,125
582.17,1,317
971.74,2,800
2507.05,7,1175
25.5,1,2
424.3,1,471
474.03,1,149
665.78,2,693
481.58,1,153
16052.72,10,7530
174.95,1,31
1291.71,8,788
499.9,3,136
459.58,2,581
197.57,1,130
2305.59,6,913
801.12,8,215
2761.4900000000002,7,885
389.78,1,392
116.19999999999999,1,68
157.02,1,154
606.91,2,334
307.46,1,120
314.74,1,106
570.5,4,368
977.17,3,676
294.24,1,129
230.5,1,281
2016.43,9,1426
1155.0300000000002,5,340
157.09,1,76
31.85,1,5
2463.17,5,983
1220.9099999999999,2,963
14622.33,12,10107
625.3,3,144
1722.18,10,1686
231.68,1,256
1099.81,6,680
4417.27,7,2024
19566.76,25,9853
454.12,1,296
727.58,4,423
1275.25,4,322
880.97,2,314
984.57,2,483
3120.91,4,2591
5852.64,13,2188
3199.95,9,1308
124.88,1,82
143.10000000000002,1,18
1357.95,6,397
231.90000000000003,1,42
2016.5,4,577
213.78,1,104
329.34,1,490
892.46,7,987
591.87,1,391
5151.9,19,2092
1980.0,5,1147
2099.59,5,1348
10209.16,17,8390
856.01,1,537
1715.46,10,1001
699.78,4,531
2467.35,7,1501
1794.32,6,788
206.34,2,78
867.11,3,429
400.2,1,220
1156.73,3,671
178.68,2,152
384.59,2,225
956.5699999999999,3,1215
3766.6,8,1122
59.9,1,41
1443.69,4,866
902.3199999999999,3,576
119.5,1,40
432.96,1,100
1507.26,6,625
2236.77,11,1809
309.85,3,268
321.3,2,54
3347.31,6,1296
198.41000000000003,2,73
229.46,3,119
144.0,2,200
467.71,2,426
4592.93,13,2569
953.63,5,601
1726.57,7,2218
4310.34,15,2208
75.28,1,45
2310.04,9,1668
812.5,3,420
562.98,1,486
327.75,1,154
1013.01,1,191
692.22,3,357
135.04000000000002,1,232
356.71,4,367
1143.1,4,1004
160.65,1,55
5564.09,10,4597
5504.6900000000005,9,2651
999.35,3,2214
204.24,1,76
292.62,1,233
111.15,1,101
595.7,3,723
251.72,1,242
3773.35,13,2141
794.41,3,727
4869.400000000001,13,2087
1059.1200000000001,6,272
186.15,1,104
63.6,1,21
210.1,2,93
3891.39,18,2066
259.13,2,188
4457.31,21,2663
976.62,5,713
1579.51,6,857
558.04,3,155
100.86,1,65
131.15,1,36
895.47,3,853
1878.93,12,1681
2820.03,13,2354
318.76,2,185
9388.49,18,3753
7064.8,25,3681
417.77,2,202
560.86,3,298
149.89000000000001,1,55
1562.98,8,845
1929.26,12,804
994.13,4,414
7331.67,32,3555
1189.45,4,515
130.6,1,108
2736.64,12,859
2889.28,5,1459
20203.58,69,7932
1826.04,5,1419
371.63,2,307
38.92,2,36
280.09000000000003,1,105
500.54,2,276
68.03,1,79
381.97,2,167
798.98,3,377
348.91,2,192
178.26,1,43
469.48,3,397
781.7,4,583
498.93,5,299
189.78,2,187
417.3,2,188
1452.39,6,844
120.95,1,23
221.59,1,95
2488.76,11,635
63.440000000000005,1,36
268.28,1,217
550.01,2,389
501.71999999999997,5,243
317.2,2,158
1733.8899999999999,11,1395
491.81,1,314
601.4499999999999,2,420
204.3,1,113
2148.63,4,1778
141.12,1,133
573.22,2,271
114.1,1,71
502.49,1,187
1065.3500000000001,2,430
271.24,2,195
187.82999999999998,1,48
118.85999999999999,1,74
797.8499999999999,6,295
2308.54,5,2332
188.46,1,179
2788.06,8,2069
407.94,2,134
389.18,3,368
3826.86,21,1955
2468.43,11,1699
2041.8,9,1237
1487.96,8,1139
550.8000000000001,1,72
271.75,2,131
3750.63,17,2228
467.78999999999996,2,297
547.0,3,293
338.13,1,216
128.18,1,65
954.26,5,852
993.23,6,919
393.64,2,467
294.39,2,216
1135.63,5,575
250.04,1,144
111.5,1,73
2135.46,1,1006
9782.35,21,13747
3999.8900000000003,11,3667
4511.76,2,5148
320.39,3,181
1025.1,2,402
3566.56,6,2755
644.3,3,372
2328.84,1,1402
4904.43,17,3663
9599.58,43,5088
124.45,1,44
2600.34,3,1146
157.32999999999998,1,59
29.1,1,14
2444.85,6,1182
1665.21,6,790
922.59,5,631
1551.04,12,1426
2171.07,12,1485
609.5699999999999,3,465
312.35,2,136
152.35,2,59
104.7,1,86
998.53,5,430
423.8,4,122
175.2,1,16
838.27,5,794
494.25,1,375
635.15,3,566
497.04,2,210
81.12,1,48
1981.06,4,1247
11889.33,17,5780
302.36,3,172
19617.95,18,9497
1272.21,5,831
1227.54,4,521
1259.94,6,454
457.36,2,200
1586.6299999999999,10,2008
4998.61,26,3439
228.96,1,216
2442.29,9,2766
772.41,5,772
1893.701,7,1178
1988.23,12,383
36.25,1,15
3242.0,4,2168
3133.96,4,2531
273.31,1,249
946.47,5,925
384.39,2,152
861.01,5,430
284.46,2,237
1200.51,6,624
871.79,5,380
1024.04,7,549
920.46,3,499
11972.92,28,7464
8184.49,15,8015
1077.24,2,504
167.55,1,149
2758.29,14,2319
979.1999999999999,1,1152
446.18,4,540
655.37,6,281
4347.31,28,1863
1167.5,7,738
727.11,3,155
660.55,4,480
453.64,4,244
17644.27,78,7335
10.95,1,1
389.71999999999997,1,623
645.0,3,252
36398.65,38,42879
902.28,8,457
304.09,2,160
507.55,3,121
256.11,1,197
2812.77,7,1955
746.81,2,522
2675.37,11,2555
57215.33,61,17880
149.3,1,49
508.8,2,480
585.92,3,450
381.15,2,238
203.86999999999998,1,241
97.5,1,66
8409.6,14,2313
1198.28,3,691
653.38,3,310
4623.28,8,2185
114.85,1,34
4635.5599999999995,23,1450
382.87,2,188
47781.12,23,50679
1031.41,3,726
4186.95,13,1847
552.9,1,426
316.09000000000003,3,163
7793.51,10,4089
1214.72,5,616
1425.38,5,608
4220.22,16,2554
560.14,2,302
2249.52,6,6256
507.84,1,114
17298.45,22,8769
164.18,1,76
670.0600000000001,3,521
6126.25,18,2884
953.58,6,446
1059.41,3,807
3594.76,11,3538
1118.95,3,790
759.17,2,407
8077.77,13,5187
100.8,1,34
31466.760000000002,45,17356
1357.46,5,1286
622.57,4,455
403.3,1,292
1728.99,9,1008
569.96,2,305
2373.82,7,1693
331.35,1,195
534.06,5,178
369.68,1,283
1422.77,5,553
325.74,1,370
323.58,4,282
293.35,1,245
4620.3,15,3134
534.24,1,504
2940.04,3,2119
120.9,2,198
541.53,2,443
14523.67,46,11534
4868.15,13,2483
244784.25,51,83914
1721.4,7,1203
486.71999999999997,2,219
1547.94,10,727
131.7,1,66
975.5600000000001,2,508
5984.8099999999995,14,2695
529.58,2,282
657.3,2,537
2157.9700000000003,16,954
735.82,3,770
675.69,2,227
2535.26,7,1480
907.14,3,608
2542.79,7,1477
763.28,2,306
102.6,1,20
194.8,3,184
5051.25,17,2304
2626.47,11,2731
321.65000000000003,1,153
922.35,4,551
607.0,2,270
1047.0,1,200
194.37,1,178
489.86,2,224
1144.3,2,225
1272.8,2,516
389.26000000000005,1,266
882.23,2,581
1255.59,4,1061
775.64,2,240
591.73,4,265
209.57,2,339
396.87,1,191
160.55,1,37
336.5,1,136
376.64,2,428
2750.5,9,1531
5653.67,17,3362
1122.42,3,450
100.91000000000001,1,62
54.699999999999996,1,26
806.72,3,367
1412.89,4,675
287.25,2,59
272.22,1,394
1341.39,2,1086
1138.0,3,17
288.6,2,160
689.1,4,376
558.96,2,486
9490.17,18,5420
2435.48,5,1242
302.2,1,139
605.58,2,359
4579.23,8,2891
6083.64,8,3512
514.56,2,422
172132.87,60,117174
5467.820000000001,18,5434
1158.8,3,440
522.0,2,284
1602.51,9,527
947.5,6,522
153.94,1,102
329.42,2,267
4774.17,15,3230
546.81,1,365
1278.06,5,806
1070.71,5,1034
652.74,4,872
539.14,3,362
1161.9,3,338
3939.24,12,1442
939.37,4,488
3628.5,8,2138
1240.25,2,790
2791.69,12,1741
1266.82,3,472
65.34,1,30
34.8,1,24
1668.83,5,860
164.4,1,136
364.83,3,201
887.67,2,699
98.42,1,134
1176.84,4,708
1590.6000000000001,6,588
119.86,1,44
340.85,3,323
120.05,1,62
944.82,3,410
1409.8600000000001,6,682
727.85,2,223
731.26,4,494
148.86,2,210
2506.64,9,968
290.34,1,142
2786.77,12,1951
3757.6,4,2288
1952.45,5,1763
1045.74,5,739
300.67,2,184
575.46,4,310
259.17,1,54
167.62,1,270
1895.8,8,1588
703.02,4,381
1122.38,7,817
392.38,2,256
454.01,3,146
131.83,1,67
869.77,2,497
4838.08,9,2908
374.45,1,275
344.14,1,159
100.0,1,1
1630.91,5,991
652.21,10,327
380.6,3,308
185.65,1,77
171.7,1,72
8711.95,41,4583
348.75,2,179
1047.33,7,529
753.28,4,375
541.02,5,223
17951.17,43,9519
1446.95,5,603
135.95,1,55
5309.42,6,2464
2064.71,7,2510
167.4,1,68
176.71,1,67
2939.55,7,1379
13837.94,18,8704
1468.02,3,822
2339.32,8,1028
148.3,1,38
8092.32,11,5595
2497.88,4,1368
386.69,2,228
4491.46,13,7010
3484.09,5,2215
409.98,1,126
52.05,1,11
161.67000000000002,1,144
413.08,2,295
7354.43,14,5880
1788.38,4,638
942.38,6,614
160.75,1,71
87.30000000000001,1,42
333.81,1,269
488.06,4,528
1887.8999999999999,11,1321
1511.94,5,893
8337.53,28,5341
5394.86,18,3521
4544.55,14,2490
386.32,1,235
721.8,6,378
734.4,4,288
385.19,1,249
4001.64,11,1798
214.37,1,124
81.44,1,60
3175.12,6,1110
1130.21,2,379
2365.77,7,799
1568.63,4,958
5978.9,8,3505
254.0,1,202
296.36,1,676
75.75,1,79
2455.52,10,1903
503.59999999999997,2,158
998.49,7,591
2057.39,7,899
2358.59,9,838
1265.58,3,770
285.56,1,182
547.0600000000001,2,280
842.4,2,432
615.17,6,576
3168.94,6,1692
1824.49,5,1475
439.7,2,226
6028.6,20,3469
3898.79,12,1308
331.65999999999997,3,82
2216.37,5,954
1578.89,3,723
166.08,1,150
5703.52,16,4086
4867.72,12,2509
1207.56,4,1409
117.55,1,41
2976.38,9,1268
1674.69,5,1399
126.0,1,60
595.42,2,616
3586.9900000000002,14,1752
342.22,2,259
412.92,2,184
5175.83,17,2297
1166.23,4,1058
563.1,1,690
2047.8,5,1552
3950.7,9,2192
347.75,2,93
6142.35,10,3505
205.7,1,110
2009.16,5,987
5778.63,7,2758
4173.88,13,3284
551.04,2,672
37642.48,70,16180
2448.64,10,1764
35058.46,54,20921
599.76,2,368
3577.61,7,1755
497.45,3,155
731.2,5,450
4065.28,11,2281
819.01,3,781
239.41,1,145
5454.95,12,3474
8296.81,9,3583
432.68,1,210
304.2,1,114
317.08,2,300
6963.8,20,2939
637.5500000000001,4,315
2975.8,12,2338
200.47,1,231
1695.97,3,1493
1746.04,5,1809
7679.59,27,5891
338.95,1,93
154.95,1,93
442.0,2,208
6679.97,14,3469
417.95,1,109
3144.04,6,2153
1094.84,4,897
885.19,2,343
2083.9,11,1301
20272.15,31,7824
609.3000000000001,8,546
884.1800000000001,4,387
671.01,5,295
293.5,1,158
385.1,2,246
522.91,1,215
1198.09,4,989
1410.18,5,608
489.59999999999997,2,576
15956.97,24,8819
376.92,1,344
439.18,2,274
5396.04,15,2466
2666.91,10,1589
307.21000000000004,1,107
3520.2200000000003,5,2412
3378.4000000000005,7,912
1033.0,3,300
3439.08,11,2162
1092.06,7,444
1060.25,1,645
4238.76,5,2146
438.65000000000003,1,247
7773.8,20,5300
1708.99,6,707
2166.42,8,1058
692.19,2,463
1442.32,6,741
16790.33,26,10683
377.44,3,238
168.24,2,108
4183.56,13,2776
7730.59,18,2335
426.9,6,222
101.1,2,114
2098.48,11,653
229.2,1,96
2649.14,7,3826
600.34,2,164
904.1800000000001,4,688
71.4,1,12
358.15,1,111
1026.18,3,446
1710.45,9,3747
157.85999999999999,1,147
80.64,1,192
382.06,4,124
4451.22,13,4366
728.75,3,399
9074.05,56,5011
4964.03,12,3199
1261.88,5,965
746.39,6,531
712.78,1,398
129.75,1,129
86.15,4,41
1513.57,5,674
524.0,4,195
299.61,2,155
413.05,2,198
3292.73,7,2339
7053.38,17,3157
1143.27,5,365
387.41,4,373
360.75,3,113
575.37,2,254
3273.83,9,1585
56.4,1,72
330.56,2,273
647.56,3,501
197.70000000000002,1,214
650.32,3,396
346.56,3,156
188.02,2,34
679.02,2,538
376.96,3,438
112.86,1,72
403.38,3,227
266.85,2,195
1817.54,4,896
1117.9,2,211
397.15,2,199
2779.41,20,1387
106.1,1,46
368.35,2,149
300.34,1,226
147.3,2,46
342.83,2,305
1236.39,7,347
1971.87,8,1086
178.07,1,138
6246.93,20,3674
1187.21,9,732
770.03,3,820
4946.22,10,2705
184.66,1,98
383.78000000000003,3,194
927.03,2,1126
546.04,1,727
437.87,3,262
262.64,4,143
10085.89,20,2995
373.16,2,118
9519.8,47,5278
911.99,7,444
1698.07,5,752
1609.37,2,1435
591.96,1,612
96.11,6,80
788.15,6,353
124.78,1,86
6021.05,12,1610
180.60999999999999,1,111
334.62,1,162
2162.93,5,1375
449.25,2,252
298.4,1,408
701.96,4,516
133.34,1,84
2376.17,6,1582
1820.09,4,667
4756.74,5,3009
398.7,3,92
35.400000000000006,1,12
155.37,1,208
338.46000000000004,1,143
689.6700000000001,2,639
342.24,3,344
110.21000000000001,1,88
1541.23,8,510
5604.64,13,3491
318.15,1,257
175.9,1,128
68545.25,211,36584
430.69,1,89
320.4,2,251
51.559999999999995,1,52
596.09,4,195
2033.1,1,1
129.69,2,29
3559.11,30,1404
1063.76,8,224
51208.87,155,21052
1552.35,6,933
657.8100000000001,5,372
1596.29,3,625
1068.5,6,607
208.97,1,197
1418.03,4,842
27347.04,24,19906
12518.65,30,5383
141.92000000000002,1,102
717.39,4,696
5088.29,18,4541
1254.89,4,440
5360.48,12,4676
876.57,5,1015
26312.190000000002,46,12950
1134.95,3,535
1582.0500000000002,15,638
227.15,1,85
813.64,7,491
2753.29,13,1699
1068.95,5,665
235.87,1,176
6265.33,18,4159
683.46,6,221
167.1,1,98
3424.02,3,1958
237.61,1,98
1378.93,3,1014
178.51999999999998,1,45
824.9200000000001,3,466
133.35000000000002,1,32
291.56,2,130
988.42,7,476
2698.47,20,2749
156.34,1,110
1572.55,6,711
111.35,1,30
1807.44,25,1536
746.42,7,403
586.89,2,402
203.85999999999999,1,393
244.1,3,109
107.21,1,149
2304.58,18,938
95.45,1,127
256.32,1,288
2099.89,9,864
299.18,4,251
154.55,1,170
112.19999999999999,2,73
260.08,3,38
216.39999999999998,1,526
381.09000000000003,1,142
181.07,1,59
2178.87,13,1299
72.9,1,26
291.76,1,1046
1142.47,5,670
110.05,1,35
261.7,1,121
366.23,1,223
374.55,6,215
3429.29,14,1725
329.36,1,457
225.78,1,184
43.87,2,90
335.03,3,184
396.39,3,352
1840.32,2,1452
23581.78,54,12265
2394.36,10,991
170.4,1,49
497.0,3,140
3257.7000000000003,8,1208
244.08,1,72
1035.49,5,572
294.0,1,108
341.24,3,222
3082.1,12,434
4275.22,13,3795
3402.24,14,1919
1331.57,3,789
114.69,1,63
1049.15,3,628
686.14,7,244
380.13,1,257
4301.22,7,1754
144.29,1,53
99.14,1,40
30306.79,16,85148
1433.28,4,1108
77.50000000000001,1,38
74.99,1,84
360.35,3,244
149.57999999999998,2,75
176.68,1,168
358.56000000000006,1,144
117314.08,118,60538
1166.29,7,659
1340.5800000000002,4,780
788.46,4,477
159.17000000000002,1,98
3804.38,19,3180
949.9,6,681
12.75,1,1
111.68,1,287
973.88,2,284
140.75,1,49
135.08,3,60
2866.74,100,1491
666.96,4,633
643.16,4,341
463.21,2,294
7006.65,29,4383
1963.92,10,3918
223.42,2,111
590.4399999999999,4,352
2354.29,20,1014
562.79,1,513
161.94,1,62
135.19,1,36
337.04,1,176
1739.09,6,1189
6696.33,24,2179
321.79,1,93
1511.45,2,1948
1159.99,4,1297
732.41,4,383
1012.72,4,771
239.12,1,260
138.18,1,117
171.71,1,108
1152.19,5,939
631.35,1,171
20.8,1,10
965.4399999999999,5,981
489.54,14,186
207.32999999999998,1,300
1527.6100000000001,6,777
300.3,3,93
252.88,1,130
225.99,1,108
2270.0299999999997,11,2181
495.48,3,263
482.33,3,587
1962.46,8,2273
639.24,3,561
528.46,3,286
124.25,1,109
924.14,6,874
244.37,4,71
353.51,1,297
157.92,1,75
226.47,2,86
969.51,4,395
215.22,1,246
19759.079999999998,23,7825
2144.23,8,651
174.8,1,60
410.79,2,125
115.3,1,63
187.29,2,285
162.22,1,66
120.03,1,157
1954.56,7,1207
688.0,4,400
297.99,4,186
38.45,1,7
190.48000000000002,1,67
216.41,2,168
1507.25,5,1311
389.78,2,184
1177.72,6,1053
2074.07,2,530
115.31,1,78
192.05,1,133
433.77,1,253
230.64999999999998,2,67
451.3,1,298
73.5,1,42
93.82000000000001,1,252
754.2,3,951
1260.23,5,1134
1545.49,11,741
167.42,15,37
141.48,1,80
548.22,4,555
357.20000000000005,2,148
8018.7699999999995,38,7316
281.15,2,69
529.29,3,265
3505.61,18,1598
178.34,1,138
189.63,1,44
326.09,2,130
394.93,3,256
500.92,2,402
412.06,2,250
2282.28,7,1661
10877.18,1,17766
571.07,3,409
176.5,1,96
10142.64,14,3534
554.6,2,334
1188.46,3,970
774.06,3,394
306.46,3,258
1185.46,2,902
6083.81,28,3359
1632.67,6,831
186.60000000000002,2,48
4481.83,11,2685
5866.63,29,2265
1440.4,3,535
396.33,1,189
101.69999999999999,1,6
4464.92,11,3168
314.1,1,86
1169.68,6,678
247.44,1,288
3859.82,12,3102
1019.44,2,361
5783.29,20,3281
151.49,1,164
4078.79,18,3020
725.53,4,370
4203.93,5,8730
1231.5,2,642
343.45,3,195
680.84,1,608
463.53,1,268
795.2299999999999,3,755
1341.8500000000001,4,507
101.34,1,106
14761.519999999999,17,7775
166.03,1,107
428.45,1,95
321.9,1,307
360.85,1,539
14693.72,18,8298
4452.71,8,3429
6391.52,13,4164
2303.09,5,1623
1657.87,6,1409
4627.92,11,2716
527.94,1,215
168.31,1,149
451.56,1,440
622.01,5,247
580987.04,145,181645
105.8,1,23
754.64,1,362
113.48000000000002,1,46
1441.06,6,506
165.88,1,65
848.8100000000001,3,261
9555.71,38,4822
392.28000000000003,2,169
405.85,1,232
773.36,4,443
76.32000000000001,1,72
220.1,1,55
9.700000000000001,1,3
2134.4900000000002,13,1267
315.65,1,605
6221.02,29,3184
180.7,1,124
111.15,1,31
653.3,2,438
1793.06,6,1225
666.64,3,616
102.65,1,47
1131.75,4,800
200.92000000000002,1,135
556.13,4,250
399.29,1,216
112.55000000000001,1,48
1059.39,3,824
222.95999999999998,1,552
220.13,1,212
931.4999999999999,1,1350
445.0,2,128
1249.6200000000001,10,753
1631.3600000000001,5,860
145.99,2,59
152.65,1,38
8438.34,6,5557
536.41,1,395
882.47,2,433
1019.52,2,1276
1000.16,2,570
4892.95,19,2144
5609.74,11,5104
160.35000000000002,2,153
179.33999999999997,2,203
112.85000000000001,1,63
1553.96,7,869
566.58,3,332
1879.44,6,986
426.69,1,75
246.22,1,200
932.6,5,626
371.62,3,266
675.64,2,283
213.9,1,145
453.4,2,354
530.15,1,139
1003.88,3,519
1803.1000000000001,6,965
371.51,1,332
728.84,1,452
399.65000000000003,1,184
302.46000000000004,1,254
175.5,1,90
1384.8600000000001,3,382
3435.5,16,1995
202.65,1,61
2878.0,9,1184
2437.31,9,991
17467.24,52,7407
2696.36,5,1730
162.5,2,80
176.1,1,70
476.35,1,283
2216.32,9,1238
6103.74,11,3850
2547.55,8,1811
1843.75,6,1721
1188.34,5,510
291.13,1,167
632.07,2,371
49.8,1,60
304.25,1,183
329.58,1,338
724.89,1,310
3280.59,6,1888
1403.73,3,836
745.62,5,490
529.4,2,332
957.97,1,339
1207.35,3,926
4162.04,6,1774
101.16,1,60
1457.19,4,1038
230.1,1,166
5425.56,17,4074
344.75,1,99
150.35,1,104
447.53000000000003,1,191
1396.99,3,581
492.52,4,111
1975.35,3,1190
517.36,2,192
314.65999999999997,1,246
544.47,1,325
360.08,1,82
139.10000000000002,1,58
2768.83,7,1499
600.07,5,359
514.37,2,158
232.48000000000002,1,232
1780.34,4,989
2232.4900000000002,5,1131
481.75,1,200
945.04,4,740
1121.84,4,1028
3352.7000000000003,17,1586
1921.76,6,1352
1424.94,6,1000
443.0,1,335
14000.85,26,6644
158.95000000000002,1,69
13014.8,26,7282
11878.88,26,7883
388.75,2,22
779.9,2,238
10150.51,28,3071
4291.06,9,1996
6854.17,28,2915
592.97,4,302
440.0,1,4
179.6,1,80
1796.48,3,1578
1795.3500000000001,12,696
987.1,5,622
270.92,1,114
1712.26,6,844
422.58,1,126
2986.9900000000002,21,1471
3605.21,8,2021
515.78,1,221
568.64,2,856
6324.9800000000005,20,5098
758.8199999999999,3,214
839.73,3,335
804.02,2,511
95.34,1,128
349.27,1,199
26278.86,9,39639
1533.69,7,932
317.88,1,128
267.9,1,188
303.15,2,201
110.7,1,180
4600.15,12,2369
2059.67,6,1981
3941.9,7,1274
9947.26,23,5244
324.24,2,146
577.54,3,552
1213.1599999999999,3,1468
603.25,1,241
801.51,2,311
251.1,1,138
269.37,1,135
1490.23,6,711
168.6,1,76
444.55,3,209
680.85,2,319
4385.9800000000005,9,2880
357.0,4,140
175.92,1,88
741.85,2,417
1656.52,6,1246
1180.05,5,449
414.20000000000005,2,140
231.33999999999997,1,630
488.15000000000003,2,194
201.14,2,146
178.05,2,103
2664.9,22,1679
461.68,1,494
427.0,1,145
1296.43,2,608
4182.99,7,3013
