Total_Revenue,Total_Orders,Total_Quantity
7493.06,279,1595
7524.44,256,620
38599.979999999996,929,3091
8201.99,175,496
6647.24,197,960
50.849999999999994,1,3
320.0,3,3
1415.69,147,1907
1316.48,165,2340
837.23,141,1285
548.86,112,884
66.0,1,120
5.95,1,1
1052.02,162,2258
32.25,8,23
55.76,22,113
46.17,21,104
12.75,2,5
681.4,84,682
568.73,152,587
1392.64,146,420
723.85,78,347
317.54,29,99
559.2800000000001,53,106
548.81,20,343
622.57,24,391
1091.21,152,1361
360.99,108,760
259.09,49,174
676.92,66,164
417.17,40,106
1456.94,114,366
180569.34,3989,96757
59057.61,1868,30640
67985.77,1830,36860
2111.64,25,419
85.17,10,17
1016.3599999999999,25,201
2153.43,87,317
1024.49,56,351
2271.24,59,1190
2274.79,70,1203
475.43,20,4211
1138.04,23,11520
954.15,77,2907
412.77,34,465
591.6600000000001,48,285
2110.9,103,1270
3618.0499999999997,223,2017
2263.06,161,1179
185.64000000000001,17,56
186.76000000000002,19,56
612.64,42,185
37.62,2,6
2206.2400000000002,181,1817
594.3199999999999,61,347
1133.68,81,2054
567.48,39,413
936.74,48,86
918.91,53,98
257724.71,5365,94203
3444.02,99,516
6.04,1,1
1037.1299999999999,95,377
938.4699999999999,102,353
1123.8899999999999,121,426
50.599999999999994,9,10
10.23,2,2
15.18,2,3
1479.51,62,309
1069.16,34,156
1710.67,81,276
188.95000000000002,4,167
569.16,75,444
315.11,56,233
510.23,65,390
1193.56,168,793
1176.29,86,685
918.33,83,911
737.89,68,659
958.8499999999999,107,788
1619.23,199,2025
730.74,216,948
320.15,72,439
1092.71,267,1443
5152.07,250,1348
2767.53,123,919
5818.94,302,2062
135.13,10,10
95.83999999999999,10,10
46.099999999999994,4,4
754.59,63,94
1226.51,115,151
1317.92,111,162
1121.28,106,138
473.77000000000004,47,59
1451.69,122,179
1286.44,71,182
502.58,34,57
1046.85,70,287
809.05,30,91
599.38,29,118
301.95,16,61
20237.72,1110,8361
55.0,8,44
31483.7,1460,16373
12.72,1,1
1248.98,82,492
1503.5,88,659
13.0,1,1
1493.75,32,8816
1032.7,36,6155
129.04,3,8
16.13,1,1
863.85,32,51
1234.27,20,607
1905.15,13,977
1841.7,46,904
1058.17,57,103
1268.6599999999999,66,115
1825.1799999999998,65,140
26.04,1,1
872.76,58,90
158.9,12,77
864.1,38,510
396.8,14,176
1426.34,59,692
218.89999999999998,15,22
652.17,52,72
1385.82,151,1252
502.90999999999997,93,428
566.82,71,505
603.98,88,521
1585.06,84,848
475.91,58,283
993.03,107,543
1296.36,151,723
2.55,1,1
2274.56,150,4271
1826.07,150,1018
7193.46,357,1459
6606.26,442,15566
2293.0,306,2748
1514.78,143,1820
6024.5199999999995,313,5478
511.07,70,217
1056.6,45,246
257.15,40,116
11.780000000000001,2,2
1636.42,99,629
1022.1600000000001,67,364
2275.75,141,1512
2731.7599999999998,171,1725
41.300000000000004,7,14
4891.71,345,2275
4546.78,66,8311
35.35,6,6
5.91,1,1
1843.4600000000003,182,593
171.10000000000002,27,58
636.11,66,195
11.8,2,4
109.15,19,37
685.87,159,1473
5.88,2,14
658.19,152,1400
816.4799999999999,109,479
824.9699999999999,105,944
660.88,74,748
967.9499999999999,68,1176
122.46,17,138
1.9500000000000002,2,3
1560.6299999999999,147,1818
889.46,131,1760
269.44000000000005,17,146
831.0400000000001,71,1564
959.46,74,1669
1469.4999999999998,51,3859
2285.02,272,3455
2789.2799999999997,486,6022
1319.09,105,1045
570.09,208,1208
665.91,224,1463
460.9,154,2353
168.29999999999998,21,66
669.38,61,241
3982.91,318,2327
2477.2999999999997,183,1538
836.94,87,420
467.4,75,306
1096.56,121,2831
828.9999999999999,80,1378
886.2299999999999,169,514
643.89,66,831
2154.2200000000003,187,2849
1981.8500000000001,164,2869
625.1999999999999,2,1992
6875.0,5,12236
1685.46,47,3558
1579.68,50,1406
1120.96,61,2004
22.5,11,19
933.07,144,1714
522.3100000000001,83,989
3086.44,442,3440
497.03999999999996,48,1992
561.04,68,2120
6.959999999999999,1,24
6.959999999999999,1,24
628.41,66,2445
725.6999999999999,62,2946
425.75999999999993,46,1680
1877.84,384,2054
695.23,106,835
1281.31,253,1474
838.3499999999999,116,1039
6.58,4,4
1.66,1,1
9.78,6,6
1889.88,138,375
15332.53,539,3061
4.95,1,1
3636.6600000000003,223,701
20.34,2,2
254.47,22,25
10.17,1,1
198.98000000000002,21,33
177.29000000000002,21,29
12.32,2,2
313.75,34,51
46.6,10,11
55.120000000000005,10,13
46.7,10,11
84.96000000000001,11,20
135.0,14,36
82.74,11,22
124.38,19,33
365.74,34,104
67.77,11,18
165.81,25,44
191.54,35,51
226.17,32,60
120.31,22,32
3.75,1,1
216.87,57,106
443.84999999999997,30,49
578.02,34,63
501.65,35,56
44.28,15,15
59.06,15,20
35.33,7,12
14.75,5,5
23.61,8,8
74.38,7,13
85.9,6,17
434.27,77,115
428.92,79,104
353.55,56,88
178.11,17,46
8.57,2,2
502.01,40,55
333.71,28,34
284.67999999999995,20,29
207.86,16,29
312.14,30,37
144.07,14,17
316.99,56,75
164.62,31,39
118.51,20,28
354.59000000000003,51,68
168.62,28,32
213.38,34,40
76.23,4,6
59.75,4,5
139.67,32,37
131.74,21,31
42.5,4,5
212.24,22,25
93.48,10,11
127.5,13,15
135.98,11,16
67.61,6,8
7.5,2,2
11.29,3,3
22.56,6,6
18.69,5,5
26.5,7,7
30.23,8,8
93.47,9,11
67.82,7,8
67.82,6,8
85.0,8,10
26.52,6,9
38.28,10,13
41.17,12,14
72.18,16,23
244.79,24,29
195.14,12,23
113.76,10,79
292.08000000000004,36,139
151.3,16,87
71.9,9,52
271.88,24,48
55.879999999999995,18,22
50.48,5,5
257.55,16,24
380.89,4,43
301.0,5,28
215.76000000000002,20,27
143.1,10,18
246.83,15,31
302.29,16,38
358.87,28,45
192.17000000000002,15,24
66.31,12,26
71.17,10,28
66.08,13,26
35.87,8,14
135.8,22,36
79.19,13,21
71.46000000000001,9,19
37.61,5,10
78.99,11,21
86.65,12,23
162.66,24,43
207.05,34,53
255.97,36,71
146.75,21,41
148.87,25,41
25.67,6,7
160.79,33,63
43.349999999999994,6,17
150.20999999999998,26,59
54.510000000000005,6,10
64.35000000000001,7,13
158.89000000000001,8,31
114.24,6,20
70.16,6,10
105.72,11,15
49.58,5,7
25.23,10,10
43.019999999999996,17,17
25.28,10,10
207.94,14,19
2675.88,37,1804
218.88,13,576
509.08000000000004,29,1082
156.98,48,94
44.87,16,27
68.17999999999999,23,41
106.74,40,64
88.30999999999999,33,53
79.86999999999999,27,48
35.7,4,6
41.65,3,7
71.4,8,12
166.14000000000001,18,28
2591.42,109,204
178.48,13,21
170.17000000000002,14,20
79.14,12,20
78.75,12,21
180.46,16,26
154.87,16,22
33.75,2,5
97.24000000000001,16,33
47.120000000000005,6,16
15.0,2,2
82.5,5,11
385.15000000000003,35,63
108.99,73,87
176.31,30,44
250.34,34,50
64.09,6,7
92.17999999999999,8,10
33.0,7,12
14.399999999999999,5,5
67.64,5,9
104.77000000000001,13,21
242.8,24,49
34.650000000000006,3,7
250.47000000000003,36,50
353.71,32,55
368.29999999999995,25,58
19.93,3,3
664.3499999999999,51,103
48.08,15,52
54.4,9,64
275.53,29,311
182.79,46,216
249.55999999999997,53,311
86.69999999999999,14,101
91.89999999999999,26,104
227.72,22,263
2.55,2,3
87.50999999999999,10,102
165.34,25,209
187.61999999999998,38,74
22.909999999999997,3,8
243.60999999999999,49,104
301.28,55,137
129.69,25,42
76.5,12,30
131.16,29,52
16.11,4,19
110.85,30,44
108.11,49,129
125.83000000000001,21,109
7.35,6,7
91.25,20,84
514.18,111,205
278.96,60,108
225.51999999999998,63,106
107.39,29,42
243.07,42,97
395.68,41,93
451.44,42,107
462.32,58,109
554.13,40,134
80.75,9,19
273.89,31,55
228.99,26,46
269.1,30,54
214.07,19,36
154.69,13,26
160.75,12,27
172.39,14,29
299.28,20,30
391.18,30,39
220.20999999999998,16,22
183.97,18,149
79.57,17,44
101.35,10,92
223.74,36,136
44.19,17,18
37.14,5,20
8.48,3,3
42.1,5,21
19.92,2,14
2.5,2,2
46.21,10,31
23.759999999999998,6,18
25.04,6,17
21.24,7,13
295.38,73,151
329.95,62,146
243.38,51,107
161.57000000000002,34,67
263.14,59,129
183.26000000000002,41,81
82.51,16,28
188.09,49,64
73.62,24,25
38.31,8,13
69.62,5,10
35.63,7,7
236.46,36,47
370.92,96,126
44.75,3,9
54.620000000000005,4,11
40.47,3,4
132.52,15,26
125.64,17,24
118.24000000000001,18,23
67.9,7,9
104.95,17,20
64.94,9,13
83.69,13,16
36.33,5,7
50.06,5,10
25.45,4,5
5.09,1,1
5.09,1,1
54.59,5,11
599.13,41,79
199.45,33,53
455.86,45,75
276.49,19,41
937.4499999999999,58,93
343.98,18,27
410.26000000000005,9,62
97.5,8,13
136.17000000000002,9,16
40.34,7,7
35.26,5,6
41.650000000000006,4,7
439.65,7,59
226.16,21,30
137.37,14,25
263.28000000000003,24,53
386.32,63,77
188.58,20,38
362.51,25,52
490.92,29,71
677.0,45,97
529.22,25,76
349.96000000000004,43,70
734.1600000000001,76,147
843.9100000000001,100,169
687.52,75,138
88.5,11,30
162.25000000000003,20,55
123.90000000000002,16,42
85.55000000000001,14,29
280.71,24,37
98.45,9,13
230.39,25,40
362.94,35,67
106.49,27,42
131.65,35,52
168.94,31,40
1801.1699999999998,111,2197
123.76,24,42
98.87,23,39
249.57999999999998,73,150
59.650000000000006,27,47
306.64,51,81
126.11999999999999,32,50
964.4499999999999,62,107
322.84999999999997,27,36
332.95,20,37
527.8199999999999,41,58
75.88,7,10
37.620000000000005,4,5
77.0,6,10
82.81,7,11
29.98,3,4
55.690000000000005,14,19
91.38000000000001,19,31
109.03,24,37
135.76000000000002,25,46
82.71000000000001,22,28
322.40999999999997,21,27
191.40999999999997,11,16
71.0,9,12
65.31,9,11
112.78,16,19
396.64,28,44
179.88,14,18
128.64,14,14
231.27,24,25
46.93,5,5
26.16,9,9
17.53,6,6
55.74,13,19
155.65,31,53
81.92999999999999,24,28
38.12,13,13
2.9,1,1
380.82,25,42
625.48,47,69
651.89,49,72
9.15,1,1
233.29,26,55
284.43,34,67
271.96,32,64
293.33,35,69
203.73000000000002,33,69
168.26000000000002,31,57
27.04,7,8
70.6,15,21
58.5,20,23
82.64,8,11
22.5,2,3
129.59,31,44
132.58,15,45
161.82,36,55
342.6,21,40
469.18,53,94
135.84,21,32
585.1999999999999,44,70
460.69,26,52
242.25,11,19
241.98,14,19
322.52000000000004,51,64
44.550000000000004,4,9
609.4300000000001,84,144
441.9,49,104
139.5,16,22
228.60999999999999,31,36
585.29,31,99
139.28,16,22
749.69,99,177
775.45,84,183
874.63,98,206
1372.26,150,327
873.97,91,209
382.84000000000003,54,130
454.31000000000006,54,154
350.94000000000005,46,119
391.37,57,133
90.9,23,31
70.49,16,24
91.46000000000001,25,31
141.49,24,48
534.27,34,71
168.46,37,50
63.46,22,38
122.31,24,78
79.60000000000001,12,16
402.61,57,80
386.83,68,159
325.5,10,173
730.66,97,380
754.46,66,399
207.34,21,88
232.04000000000002,24,102
186.56,14,118
235.73000000000002,23,142
166.57000000000002,21,28
208.21,26,35
140.07,28,37
56.25,7,15
213.65,104,213
72.33,40,75
162.53,69,165
90.82,50,100
139.28,67,142
36.28,27,44
93.17999999999999,48,100
77.71,53,83
61.0,27,62
161.47,88,157
158.4,83,154
166.06,68,176
139.82,64,138
76.39999999999999,43,78
31.419999999999998,18,36
66.59,33,77
93.72999999999999,50,91
181.34,86,184
55.57,24,57
4.7299999999999995,2,13
28.98,24,38
10.17,8,19
25.339999999999996,10,68
21.49,18,31
8897.929999999998,36,36
731.0500000000001,3,3
20467.8,3,3
11062.06,1,1
519.241,33,34
13426.0,267,268
397.89,5,196
32.589999999999996,13,13
67.94,4,4
12.72,1,1
5.06,1,1
2.57,1,1
34.82,30,42
2.51,1,1
17.3,2,2
17.12,2,2
80.31,5,5
25.44,2,2
20.68,3,4
12.72,1,1
275.96,14,17
251.35,21,77
295.63,23,92
309854.11,1415,1415
339599.81,785,9630
0.017,17,17
125682.42,1851,5363
136.85,3,3
14.75,2,5
225.0,9,50
1.0,1,1
126.21,14,15
471.06,26,28
610.09,24,24
166.09,5,5
253.59,6,6
59.57,1,1
69.56,1,1
15.049999999999999,4,5
